month,level_1,level_2,value
1965-10,All Items,Clothing & Footwear,55.317
1965-10,All Items,Housing & Utilities,27.855
1965-10,All Items,Household Durables & Services,33.067
1965-10,All Items,Health Care,18.604
1965-10,All Items,Transport,20.608
1965-10,All Items,Communication,133.733
1965-10,All Items,Recreation & Culture,49.124
1965-10,All Items,Education,15.218
1965-10,All Items,Miscellaneous Goods & Services,18.987
1965-11,All Items,Food,23.15
1965-11,All Items,Food Excl Food Serving Services,na
1965-11,All Items,Food Serving Services,na
1965-11,All Items,Clothing & Footwear,56.103
1965-11,All Items,Housing & Utilities,27.826
1965-11,All Items,Household Durables & Services,33.954
1965-11,All Items,Health Care,18.604
1965-11,All Items,Transport,20.608
1965-11,All Items,Communication,133.733
1965-11,All Items,Recreation & Culture,49.124
1965-11,All Items,Education,15.218
1965-11,All Items,Miscellaneous Goods & Services,19.098
1965-12,All Items,Food,23.44
1965-12,All Items,Food Excl Food Serving Services,na
1965-12,All Items,Food Serving Services,na
1965-12,All Items,Clothing & Footwear,56.16
1965-12,All Items,Housing & Utilities,27.766
1965-12,All Items,Household Durables & Services,34.043
1965-12,All Items,Health Care,18.604
1965-12,All Items,Transport,20.608
1965-12,All Items,Communication,133.733
1965-12,All Items,Recreation & Culture,49.124
1965-12,All Items,Education,15.218
1965-12,All Items,Miscellaneous Goods & Services,19.158
1966-01,All Items,Food,23.897
1966-01,All Items,Food Excl Food Serving Services,na
1966-01,All Items,Food Serving Services,na
1966-01,All Items,Clothing & Footwear,55.429
1966-01,All Items,Housing & Utilities,27.845
1966-01,All Items,Household Durables & Services,34.059
1966-01,All Items,Health Care,18.604
1966-01,All Items,Transport,20.608
1966-01,All Items,Communication,133.733
1966-01,All Items,Recreation & Culture,49.124
1966-01,All Items,Education,15.701
1966-01,All Items,Miscellaneous Goods & Services,19.238
1966-02,All Items,Food,23.527
1966-02,All Items,Food Excl Food Serving Services,na
1966-02,All Items,Food Serving Services,na
1966-02,All Items,Clothing & Footwear,55.445
1966-02,All Items,Housing & Utilities,27.845
1966-02,All Items,Household Durables & Services,34.094
1966-02,All Items,Health Care,18.604
1966-02,All Items,Transport,20.608
1966-02,All Items,Communication,133.733
1966-02,All Items,Recreation & Culture,49.124
1966-02,All Items,Education,15.701
1966-02,All Items,Miscellaneous Goods & Services,19.196
1966-03,All Items,Food,23.21
1966-03,All Items,Food Excl Food Serving Services,na
1966-03,All Items,Food Serving Services,na
1966-03,All Items,Clothing & Footwear,55.467
1966-03,All Items,Housing & Utilities,27.809
1966-03,All Items,Household Durables & Services,34.125
1966-03,All Items,Health Care,18.604
1966-03,All Items,Transport,20.608
1966-03,All Items,Communication,133.733
1966-03,All Items,Recreation & Culture,49.124
1966-03,All Items,Education,15.701
1966-03,All Items,Miscellaneous Goods & Services,19.196
1966-04,All Items,Food,23.356
1966-04,All Items,Food Excl Food Serving Services,na
1966-04,All Items,Food Serving Services,na
1966-04,All Items,Clothing & Footwear,55.445
1966-04,All Items,Housing & Utilities,27.845
1966-04,All Items,Household Durables & Services,34.277
1966-04,All Items,Health Care,18.604
1966-04,All Items,Transport,20.608
1966-04,All Items,Communication,133.733
1966-04,All Items,Recreation & Culture,49.124
1966-04,All Items,Education,15.701
1966-04,All Items,Miscellaneous Goods & Services,19.184
1966-05,All Items,Food,23.334
1966-05,All Items,Food Excl Food Serving Services,na
1966-05,All Items,Food Serving Services,na
1966-05,All Items,Clothing & Footwear,55.503
1966-05,All Items,Housing & Utilities,27.499
1966-05,All Items,Household Durables & Services,34.559
1966-05,All Items,Health Care,18.604
1966-05,All Items,Transport,20.608
1966-05,All Items,Communication,133.733
1966-05,All Items,Recreation & Culture,49.124
1966-05,All Items,Education,15.701
1966-05,All Items,Miscellaneous Goods & Services,19.173
1966-06,All Items,Food,23.468
1966-06,All Items,Food Excl Food Serving Services,na
1966-06,All Items,Food Serving Services,na
1966-06,All Items,Clothing & Footwear,55.243
1966-06,All Items,Housing & Utilities,27.463
1966-06,All Items,Household Durables & Services,34.477
1966-06,All Items,Health Care,18.604
1966-06,All Items,Transport,20.608
1966-06,All Items,Communication,133.733
1966-06,All Items,Recreation & Culture,49.124
1966-06,All Items,Education,15.701
1966-06,All Items,Miscellaneous Goods & Services,19.181
1966-07,All Items,Food,23.609
1966-07,All Items,Food Excl Food Serving Services,na
1966-07,All Items,Food Serving Services,na
1966-07,All Items,Clothing & Footwear,55.156
1966-07,All Items,Housing & Utilities,27.499
1966-07,All Items,Household Durables & Services,34.585
1966-07,All Items,Health Care,18.604
1966-07,All Items,Transport,20.608
1966-07,All Items,Communication,133.733
1966-07,All Items,Recreation & Culture,49.124
1966-07,All Items,Education,15.701
1966-07,All Items,Miscellaneous Goods & Services,19.185
1966-08,All Items,Food,23.888
1966-08,All Items,Food Excl Food Serving Services,na
1966-08,All Items,Food Serving Services,na
1966-08,All Items,Clothing & Footwear,55.156
1966-08,All Items,Housing & Utilities,27.499
1966-08,All Items,Household Durables & Services,34.663
1966-08,All Items,Health Care,18.604
1966-08,All Items,Transport,20.608
1966-08,All Items,Communication,133.733
1966-08,All Items,Recreation & Culture,49.124
1966-08,All Items,Education,15.701
1966-08,All Items,Miscellaneous Goods & Services,19.191
1966-09,All Items,Food,23.635
1966-09,All Items,Food Excl Food Serving Services,na
1966-09,All Items,Food Serving Services,na
1966-09,All Items,Clothing & Footwear,55.156
1966-09,All Items,Housing & Utilities,27.499
1966-09,All Items,Household Durables & Services,34.863
1966-09,All Items,Health Care,18.604
1966-09,All Items,Transport,20.608
1966-09,All Items,Communication,133.733
1966-09,All Items,Recreation & Culture,49.124
1966-09,All Items,Education,15.701
1966-09,All Items,Miscellaneous Goods & Services,19.201
1966-10,All Items,Food,23.369
1966-10,All Items,Food Excl Food Serving Services,na
1966-10,All Items,Food Serving Services,na
1966-10,All Items,Clothing & Footwear,55.209
1966-10,All Items,Housing & Utilities,27.557
1966-10,All Items,Household Durables & Services,34.99
1966-10,All Items,Health Care,18.604
1966-10,All Items,Transport,20.608
1966-10,All Items,Communication,133.733
1966-10,All Items,Recreation & Culture,49.124
1966-10,All Items,Education,15.701
1966-10,All Items,Miscellaneous Goods & Services,19.223
1966-11,All Items,Food,23.608
1966-11,All Items,Food Excl Food Serving Services,na
1966-11,All Items,Food Serving Services,na
1966-11,All Items,Clothing & Footwear,55.209
1966-11,All Items,Housing & Utilities,28.359
1966-11,All Items,Household Durables & Services,35.115
1966-11,All Items,Health Care,18.604
1966-11,All Items,Transport,20.632
1966-11,All Items,Communication,133.733
1966-11,All Items,Recreation & Culture,49.124
1966-11,All Items,Education,15.701
1966-11,All Items,Miscellaneous Goods & Services,19.24
1966-12,All Items,Food,23.873
1966-12,All Items,Food Excl Food Serving Services,na
1966-12,All Items,Food Serving Services,na
1966-12,All Items,Clothing & Footwear,55.357
1966-12,All Items,Housing & Utilities,28.253
1966-12,All Items,Household Durables & Services,35.115
1966-12,All Items,Health Care,18.604
1966-12,All Items,Transport,20.632
1966-12,All Items,Communication,133.733
1966-12,All Items,Recreation & Culture,49.124
1966-12,All Items,Education,15.701
1966-12,All Items,Miscellaneous Goods & Services,19.24
1967-01,All Items,Food,24.476
1967-01,All Items,Food Excl Food Serving Services,na
1967-01,All Items,Food Serving Services,na
1967-01,All Items,Clothing & Footwear,55.416
1967-01,All Items,Housing & Utilities,28.253
1967-01,All Items,Household Durables & Services,35.794
1967-01,All Items,Health Care,18.604
1967-01,All Items,Transport,20.632
1967-01,All Items,Communication,133.733
1967-01,All Items,Recreation & Culture,49.124
1967-01,All Items,Education,15.42
1967-01,All Items,Miscellaneous Goods & Services,19.311
1967-02,All Items,Food,24.476
1967-02,All Items,Food Excl Food Serving Services,na
1967-02,All Items,Food Serving Services,na
1967-02,All Items,Clothing & Footwear,55.531
1967-02,All Items,Housing & Utilities,28.349
1967-02,All Items,Household Durables & Services,36.271
1967-02,All Items,Health Care,18.604
1967-02,All Items,Transport,20.632
1967-02,All Items,Communication,133.733
1967-02,All Items,Recreation & Culture,49.124
1967-02,All Items,Education,15.42
1967-02,All Items,Miscellaneous Goods & Services,19.253
1967-03,All Items,Food,24.274
1967-03,All Items,Food Excl Food Serving Services,na
1967-03,All Items,Food Serving Services,na
1967-03,All Items,Clothing & Footwear,55.473
1967-03,All Items,Housing & Utilities,28.313
1967-03,All Items,Household Durables & Services,36.311
1967-03,All Items,Health Care,18.604
1967-03,All Items,Transport,20.632
1967-03,All Items,Communication,133.733
1967-03,All Items,Recreation & Culture,49.124
1967-03,All Items,Education,15.42
1967-03,All Items,Miscellaneous Goods & Services,19.242
1967-04,All Items,Food,23.643
1967-04,All Items,Food Excl Food Serving Services,na
1967-04,All Items,Food Serving Services,na
1967-04,All Items,Clothing & Footwear,55.473
1967-04,All Items,Housing & Utilities,28.259
1967-04,All Items,Household Durables & Services,36.183
1967-04,All Items,Health Care,18.604
1967-04,All Items,Transport,20.632
1967-04,All Items,Communication,133.733
1967-04,All Items,Recreation & Culture,49.124
1967-04,All Items,Education,15.42
1967-04,All Items,Miscellaneous Goods & Services,19.25
1967-05,All Items,Food,23.963
1967-05,All Items,Food Excl Food Serving Services,na
1967-05,All Items,Food Serving Services,na
1967-05,All Items,Clothing & Footwear,55.473
1967-05,All Items,Housing & Utilities,28.493
1967-05,All Items,Household Durables & Services,36.129
1967-05,All Items,Health Care,18.604
1967-05,All Items,Transport,20.632
1967-05,All Items,Communication,133.733
1967-05,All Items,Recreation & Culture,49.124
1967-05,All Items,Education,15.42
1967-05,All Items,Miscellaneous Goods & Services,19.26
1967-06,All Items,Food,24.438
1967-06,All Items,Food Excl Food Serving Services,na
1967-06,All Items,Food Serving Services,na
1967-06,All Items,Clothing & Footwear,55.473
1967-06,All Items,Housing & Utilities,28.493
1967-06,All Items,Household Durables & Services,36.116
1967-06,All Items,Health Care,18.604
1967-06,All Items,Transport,20.632
1967-06,All Items,Communication,133.733
1967-06,All Items,Recreation & Culture,49.124
1967-06,All Items,Education,15.42
1967-06,All Items,Miscellaneous Goods & Services,19.26
1967-07,All Items,Food,24.968
1967-07,All Items,Food Excl Food Serving Services,na
1967-07,All Items,Food Serving Services,na
1967-07,All Items,Clothing & Footwear,55.473
1967-07,All Items,Housing & Utilities,28.457
1967-07,All Items,Household Durables & Services,37.67
1967-07,All Items,Health Care,18.604
1967-07,All Items,Transport,20.632
1967-07,All Items,Communication,133.733
1967-07,All Items,Recreation & Culture,49.124
1967-07,All Items,Education,15.42
1967-07,All Items,Miscellaneous Goods & Services,19.305
1967-08,All Items,Food,24.795
1967-08,All Items,Food Excl Food Serving Services,na
1967-08,All Items,Food Serving Services,na
1967-08,All Items,Clothing & Footwear,55.636
1967-08,All Items,Housing & Utilities,28.457
1967-08,All Items,Household Durables & Services,37.228
1967-08,All Items,Health Care,18.604
1967-08,All Items,Transport,20.632
1967-08,All Items,Communication,133.733
1967-08,All Items,Recreation & Culture,49.124
1967-08,All Items,Education,15.42
1967-08,All Items,Miscellaneous Goods & Services,19.315
1967-09,All Items,Food,25.119
1967-09,All Items,Food Excl Food Serving Services,na
1967-09,All Items,Food Serving Services,na
1967-09,All Items,Clothing & Footwear,55.254
1967-09,All Items,Housing & Utilities,28.529
1967-09,All Items,Household Durables & Services,37.273
1967-09,All Items,Health Care,18.604
1967-09,All Items,Transport,20.632
1967-09,All Items,Communication,133.733
1967-09,All Items,Recreation & Culture,49.124
1967-09,All Items,Education,15.42
1967-09,All Items,Miscellaneous Goods & Services,19.319
1967-10,All Items,Food,24.961
1967-10,All Items,Food Excl Food Serving Services,na
1967-10,All Items,Food Serving Services,na
1967-10,All Items,Clothing & Footwear,55.279
1967-10,All Items,Housing & Utilities,28.529
1967-10,All Items,Household Durables & Services,37.408
1967-10,All Items,Health Care,18.604
1967-10,All Items,Transport,20.632
1967-10,All Items,Communication,133.733
1967-10,All Items,Recreation & Culture,49.124
1967-10,All Items,Education,15.42
1967-10,All Items,Miscellaneous Goods & Services,19.315
1967-11,All Items,Food,25.337
1967-11,All Items,Food Excl Food Serving Services,na
1967-11,All Items,Food Serving Services,na
1967-11,All Items,Clothing & Footwear,55.306
1967-11,All Items,Housing & Utilities,28.605
1967-11,All Items,Household Durables & Services,37.413
1967-11,All Items,Health Care,18.604
1967-11,All Items,Transport,20.632
1967-11,All Items,Communication,133.733
1967-11,All Items,Recreation & Culture,49.124
1967-11,All Items,Education,15.42
1967-11,All Items,Miscellaneous Goods & Services,19.325
1967-12,All Items,Food,25.712
1967-12,All Items,Food Excl Food Serving Services,na
1967-12,All Items,Food Serving Services,na
1967-12,All Items,Clothing & Footwear,55.306
1967-12,All Items,Housing & Utilities,28.605
1967-12,All Items,Household Durables & Services,37.413
1967-12,All Items,Health Care,18.604
1967-12,All Items,Transport,20.632
1967-12,All Items,Communication,133.733
1967-12,All Items,Recreation & Culture,49.124
1967-12,All Items,Education,15.42
1967-12,All Items,Miscellaneous Goods & Services,19.325
1968-01,All Items,Food,25.723
1968-01,All Items,Food Excl Food Serving Services,na
1968-01,All Items,Food Serving Services,na
1968-01,All Items,Clothing & Footwear,55.785
1968-01,All Items,Housing & Utilities,28.658
1968-01,All Items,Household Durables & Services,37.391
1968-01,All Items,Health Care,18.701
1968-01,All Items,Transport,20.632
1968-01,All Items,Communication,133.733
